File,Drug,ADE,Sentence
LIPITOR.642,glucosamine sulfate,achiness,taking fish oil salmon and glucosamine sulfate has offset the achiness and moodiness.
LIPITOR.642,glucosamine sulfate,moodiness,taking fish oil salmon and glucosamine sulfate has offset the achiness and moodiness.
LIPITOR.646,lipitor,chronic and acute back pain,was on lipitor 10 milligrams per day for about 5 years and experienced chronic and acute back pain which gradually improved but seemed strange to me because i hadn't really done anything to strain my back muscles.
LIPITOR.646,baycol,leg cramps,new doc gave me a different statin but i had leg cramps so he put me on baycol.
LIPITOR.646,lipitor,depression,"depression, for which i've been taking an ssri for about two years and may not be related to the lipitor."
LIPITOR.646,lipitor,high,i had high cholesterol over 350 and was prescribed lipitor in 1996 after other methods failed to have much effect.
LIPITOR.648,folic acid,high,additionaly taking 6mg folic acid and b6 to combat high homosysteine levels.
LIPITOR.650,lipitor,cramps in my left calf,i was only on lipitor for 2 months but i started getting cramps in my left calf and it started to get worse until it was pain
LIPITOR.650,lipitor,pain,i was only on lipitor for 2 months but i started getting cramps in my left calf and it started to get worse until it was pain
LIPITOR.656,lipitor,swallowing problems,"after being on 10 milligrams of lipitor for about 3 years, i started to experience speech and swallowing problems which got worse while i continued to take it as recommended by my physician."
LIPITOR.656,lipitor,swallowing problems,"had pfizer just mentioned in their precautions that lipitor just might cause speech and swallowing problems, i would have stopped taking statin drugs 6 months earlier and i would have been ok again."
LIPITOR.658,lipitor,parkinson's symptoms,i would like to contact others who experienced parkinson's symptoms with lipitor.
LIPITOR.663,lipitor,can not sleep,"i have had most of the problems many are having,infact it is 4 am can not sleep for just turning in bed is painful. decided to do a little research on lipitor it has dropped cholosterol from 395 to 187 and tri from 1100 to 300 but i wounder if it worth the side-effects."
LIPITOR.663,lipitor,turning in bed is painful,"i have had most of the problems many are having,infact it is 4 am can not sleep for just turning in bed is painful. decided to do a little research on lipitor it has dropped cholosterol from 395 to 187 and tri from 1100 to 300 but i wounder if it worth the side-effects."
LIPITOR.663,lipitor,back pain,"before medication had mild heart attack was put on lipitor, at first i felt good but now back pain and tiredness is at a high level, my wife complains that i need exercise but she does not understand i hurt just as much now as i did with the heart attack, i guess it all boils down to if i could get some rest, but seems impossible for just moving in bed is painful."
LIPITOR.663,lipitor,heart attack,"before medication had mild heart attack was put on lipitor, at first i felt good but now back pain and tiredness is at a high level, my wife complains that i need exercise but she does not understand i hurt just as much now as i did with the heart attack, i guess it all boils down to if i could get some rest, but seems impossible for just moving in bed is painful."
LIPITOR.663,lipitor,hurt,"before medication had mild heart attack was put on lipitor, at first i felt good but now back pain and tiredness is at a high level, my wife complains that i need exercise but she does not understand i hurt just as much now as i did with the heart attack, i guess it all boils down to if i could get some rest, but seems impossible for just moving in bed is painful."
LIPITOR.663,lipitor,moving in bed is painful,"before medication had mild heart attack was put on lipitor, at first i felt good but now back pain and tiredness is at a high level, my wife complains that i need exercise but she does not understand i hurt just as much now as i did with the heart attack, i guess it all boils down to if i could get some rest, but seems impossible for just moving in bed is painful."
LIPITOR.663,lipitor,tiredness is at a high level,"before medication had mild heart attack was put on lipitor, at first i felt good but now back pain and tiredness is at a high level, my wife complains that i need exercise but she does not understand i hurt just as much now as i did with the heart attack, i guess it all boils down to if i could get some rest, but seems impossible for just moving in bed is painful."
LIPITOR.665,lipitor,pain,"asked my pharmacist about all the pain especially back, he said it couldn't be the lipitor! really."
LIPITOR.668,lipitor,backpain,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,feet pains,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,itches,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,jointaches,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,musclesoreness,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,pains in legs,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,rashes,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.668,lipitor,ribs hurt,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,backpain,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,feet pains,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,itches,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,jointaches,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,musclesoreness,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,pains in legs,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,rashes,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.669,lipitor,ribs hurt,"jointaches,pains in legs,musclesoreness. feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt. rashes,itches. have been on lipitor for4 yrs."
LIPITOR.67,lipitor,cramping,"lipitor dropped my bad cholesterol immediately, however, i have noticed increasing muscle spasms and cramping."
LIPITOR.67,lipitor,muscle spasms,"lipitor dropped my bad cholesterol immediately, however, i have noticed increasing muscle spasms and cramping."
LIPITOR.673,niacin,heart attack symptoms,"diet, excercise, niacin all help but have stress test and know heart attack symptoms regardless."
LIPITOR.673,niacin,stress,"diet, excercise, niacin all help but have stress test and know heart attack symptoms regardless."
LIPITOR.675,lipitor,muscle problems,very upset that doctor prescribed lipitor after being informed about eye muscle problems with zocor.
LIPITOR.675,zocor,muscle problems,very upset that doctor prescribed lipitor after being informed about eye muscle problems with zocor.
LIPITOR.683,lipitor,strained muscles,"lipitor did a wonderful job on my cholesterol but after about 4 weeks, i developed what i thought were strained muscles from exercise."
LIPITOR.685,lipitor,leg pain,everyone i talk to who is taking lipitor says they have leg pain.
LIPITOR.687,baycor,muscle weakness,"he read an article about baycor, lipitor, etc we asked his m.d. about this and he told us that the side effects of lipitor were an inflammatory muscle weakness and degeneration."
